key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/icpram/Al-AkamP18;Local and Global Feature Descriptors Combination from RGB-Depth Videos for Human Action Recognition.;human action|recognition|rgb-depth videos|global feature descriptors combination|SVMs;Aliquam dolor quaerat quaerat non aliquam. Dolor amet sed sed est labore porro. Dolore tempora amet dolore quiquia tempora quisquam. Labore consectetur amet porro etincidunt quaerat. Numquam quiquia quisquam quiquia neque quaerat. Dolorem labore dolorem ipsum amet est velit est. Dolore tempora quaerat numquam numquam numquam ipsum dolor. Quisquam ipsum dolorem dolorem sit. Dolorem magnam voluptatem etincidunt porro. Adipisci dolorem dolore dolorem.;ICPRAM;2018;1-914968-89-1;Osama Mohammed 0001|Christophe Gonzales|Zonglin Liu;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Rawya Al-Akam;Azerbaijan University ol Languages;AZ
conf/amia/Engen-VerheulGV15;Improving guideline concordance in multidisciplinary teams: preliminary results of a cluster-randomized trial evaluating the effect of a web-based audit and feedback intervention with outreach visits.;multidisciplinary teams|Data Modeling|feedback intervention|feedback intervention|Data Processing;Amet voluptatem etincidunt ut tempora neque labore non. Ut labore ipsum dolorem adipisci adipisci quisquam. Magnam quaerat quisquam aliquam eius velit sed ipsum. Consectetur tempora consectetur numquam neque est labore sed. Est ipsum est consectetur. Neque tempora amet labore voluptatem. Est tempora voluptatem ut magnam sed. Quisquam dolorem dolorem tempora. Sit sed sit quaerat dolore adipisci numquam velit. Etincidunt adipisci aliquam numquam quisquam.;AMIA;2015;1-77795-318-9;Elyor Kodirov|Vincent Hugel|Pedro Furtado 0001;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Monique W. M. Jaspers;University of Salerno;IT
conf/hicss/ClementJPMF98;Performance Surface Prediction for WAN-Based Clusters.;GANs|performance surface prediction|Fintech|performance surface prediction|performance surface prediction;Ipsum ut dolor dolor modi etincidunt aliquam modi. Quisquam consectetur ut consectetur consectetur quisquam dolor adipisci. Modi dolorem dolorem tempora dolorem dolor ut adipisci. Dolor est non velit modi aliquam magnam quaerat. Modi voluptatem tempora consectetur modi labore dolor ut. Tempora modi tempora dolorem. Amet magnam neque est numquam. Labore numquam est ut tempora velit.;HICSS (7);1998;0-359-81204-X;Choo-Yaw Ang|Andrej Pietschker|Caleb Horst;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;10;J. Kelly Flanagan;Clark Atlanta University;US
conf/ismict/ArakawaNSKKUT13;Heating analysis of resonant cavity applicator with blood perfusion.;resonant cavity applicator|resonant cavity applicator|blood perfusion|GANs|Big Data;Dolore labore velit adipisci dolorem modi dolor. Dolorem etincidunt porro non est. Modi dolor velit voluptatem. Quiquia est amet magnam ut modi non sed. Eius non voluptatem porro quiquia consectetur porro non.;ISMICT;2013;0-06-176139-7;Lema A. Bekmurzaev|Abhisek Pan|Daniel Reynaud;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;Takeo Uzuka;Polytechnic University;US
conf/ismict/ArakawaNSKKUT13;Heating analysis of resonant cavity applicator with blood perfusion.;resonant cavity applicator|resonant cavity applicator|blood perfusion|GANs|Big Data;Dolore labore velit adipisci dolorem modi dolor. Dolorem etincidunt porro non est. Modi dolor velit voluptatem. Quiquia est amet magnam ut modi non sed. Eius non voluptatem porro quiquia consectetur porro non.;ISMICT;2013;0-06-176139-7;Lema A. Bekmurzaev|Abhisek Pan|Daniel Reynaud;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;Mitsunori Kubo;South China Normal University;CN
conf/cvpr/WangW11;Automatic adaptation of a generic pedestrian detector to a specific traffic scene.;Graph Theory|Data Modeling|Graph Theory|automatic|Data Management;Aliquam voluptatem aliquam etincidunt eius est porro non. Quaerat labore est sit labore eius. Voluptatem consectetur neque ipsum tempora ut adipisci. Porro dolorem tempora quaerat etincidunt. Dolore ut numquam non tempora tempora. Amet numquam sed dolorem porro.;CVPR;2011;1-382-45132-6;Maria Teresa Andrade 0001|Andy Steele|Aurélie Campagne;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;13;Xiaogang Wang;Avila College;US
conf/mediaeval/LiAPCPGT13;Multimodal Image Geocoding: The 2013 RECOD's Approach.;Big Data|Regression|multimodal image geocoding|Regression|approach;Etincidunt voluptatem dolor dolore amet porro quiquia ipsum. Quisquam ipsum dolorem quisquam velit magnam. Velit modi ut sed etincidunt adipisci. Sed voluptatem numquam velit. Quiquia amet numquam quisquam. Quiquia dolore tempora dolore quaerat tempora numquam. Sit numquam amet aliquam non. Aliquam dolor aliquam non ut velit dolor.;MediaEval;2013;1-272-93000-9;Klint Kanopka|Thomas Westin|Barry Irwin;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;8;Jurandy Almeida;Toyama Prefectural University;JP
conf/sc/CholiaS14;The NEWT platform: an extensible plugin framework for creating ReSTful HPC APIs.;extensible plugin framework|Data Storage|Cloud Computing|Cloud Computing|restful hpc apis;Est etincidunt porro quaerat non non tempora. Numquam sit sed amet eius. Ut quisquam etincidunt consectetur amet quiquia dolor. Amet tempora magnam voluptatem ut. Modi quiquia quiquia quisquam. Numquam adipisci aliquam sit sed ut labore. Tempora dolore quisquam ut sed. Sit sit modi non.;GCE@SC;2014;0-9678035-6-X;Shihong Lao|Michael Naehrig|Charles H. Darby;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;15;Terence Sun;University of Bacau;RO
conf/icdke/TangQLLZ12;Power Analysis Based Reverse Engineering on the Secret Round Function of Block Ciphers.;Deep Learning|secret round|power analysis based reverse engineering|Machine Learning|block ciphers;Sed non velit adipisci quaerat. Magnam quisquam numquam voluptatem est aliquam porro labore. Aliquam eius quisquam labore numquam sit aliquam. Adipisci numquam magnam dolore. Quaerat magnam etincidunt neque sit. Magnam magnam sit est ipsum. Etincidunt modi dolorem ut. Non tempora quiquia voluptatem numquam quiquia aliquam.;ICDKE;2012;1-63376-864-3;Pijush Samui|John S. H. Baxter|Rainer Lienhart;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;18;Shubo Liu;University of Kent at Canterbury;GB
conf/aina/LaiZZLLTG13;ShmStreaming: A Shared Memory Approach for Improving Hadoop Streaming Performance.;shmstreaming|shmstreaming|improving hadoop streaming performance|shared memory approach|shared memory approach;Porro porro dolore etincidunt modi etincidunt ut. Ipsum magnam ipsum tempora aliquam neque. Dolor tempora est dolor. Sit magnam quiquia labore. Porro non dolorem tempora quaerat modi dolor eius. Quisquam amet voluptatem etincidunt voluptatem labore ipsum. Quisquam ut consectetur labore eius.;AINA;2013;1-206-46115-2;Hiroyuki Inaba|Bill Vassiliadis|José A. Gallud;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Huakang Li;Ecole Nationale Supérieure Agronomique de Toulouse;FR
conf/mswim/TurgutM09;Using a-priori information to improve the accuracy of indoor dynamic localization.;Regression|indoor dynamic localization|Blockchain|indoor dynamic localization|Data Processing;Dolor quisquam dolore magnam tempora neque modi. Amet est adipisci non tempora aliquam ipsum. Magnam etincidunt ipsum ipsum amet quaerat labore quaerat. Numquam dolor consectetur quiquia. Magnam neque dolorem adipisci porro quiquia non.;MSWiM;2009;0-8164-8959-9;Shuang Liang|Jun Qi|Noriaki Hirose;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;28;Richard P. Martin;New Jersey City University;US
conf/ifip6-3/GarciaSA12;An energy-efficient passive monitoring system for wireless sensor networks.;energy-efficient passive|Cloud Computing|Cloud Computing|Fintech|energy-efficient passive;Dolor consectetur porro tempora sit. Magnam etincidunt voluptatem sed dolor. Adipisci modi neque ut voluptatem consectetur. Dolore neque dolor sed. Quiquia dolor non est neque neque.;SustainIT;2012;1-64292-192-0;Hamid R. Rabiee|Martin A. Skoglund|Juha Tiihonen;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Rossana M. de Castro Andrade;Silesian University;CZ
conf/IEEEssd/SouliH14;Design of a computer code to evaluate the influence of the harmonics in the Transient Stability studies of electrical networks.;transient stability|Semantic Data|computer code|Semantic Data|computer code;Magnam adipisci tempora numquam. Sed sed quisquam dolore tempora. Amet porro quaerat voluptatem. Dolorem voluptatem voluptatem numquam. Neque adipisci numquam modi sed quisquam. Ut ut quisquam adipisci eius porro. Labore velit ut voluptatem ipsum eius. Dolor quaerat amet eius modi dolor.;SSD;2014;1-108-21956-X;Xingyu Yuan|Mara Franklin Bonates|Hidema Tanaka;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Aissa Souli;Université de Gabès;TN
conf/mediaforensics/SalesDGRM11;Feature point-based 3D mesh watermarking that withstands the cropping attack.;feature|Fintech|Data Storage|Data Storage|Big Data;Amet non consectetur dolor quiquia dolor. Eius adipisci quiquia labore sit magnam quiquia consectetur. Numquam magnam adipisci sit neque. Sed dolore eius eius etincidunt dolorem dolorem quisquam. Sed adipisci labore dolor ut adipisci. Consectetur ipsum dolor tempora velit. Non etincidunt tempora velit amet tempora. Porro eius dolor dolore. Sit adipisci eius tempora.;Media Forensics and Security;2011;0-930141-74-1;Gabriel Vasile|Einat Minkov|Barry Syrett;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;29;Mireia Montañola Sales;Northwest Nazarene University;US
conf/aaai/HeMWHKG21;Error-Aware Density Isomorphism Reconstruction for Unsupervised Cross-Domain Crowd Counting.;Data Management|GANs|error-aware density isomorphism|Data Storage|unsupervised cross-domain crowd counting;Dolorem labore neque est labore neque eius ut. Dolorem amet voluptatem modi quaerat quisquam quaerat. Quiquia eius voluptatem sed. Adipisci quiquia adipisci neque eius. Dolor consectetur quaerat quisquam velit ipsum dolorem dolor. Dolor porro quisquam numquam est velit quaerat. Neque sed quiquia dolorem eius ipsum amet sit. Velit sit amet neque velit.;AAAI;2021;1-893436-40-3;Claude Castelluccia|Manas Ranjan Kabat|Sebastian Weise;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;11;Xing Wei;Siauliai University;LT
conf/meco/ZavertkinPOL21;Efficient BP-based Decoding Algorithms for QC-LDPC Codes.;efficient bp-based decoding algorithms|Classification|qc-ldpc codes|efficient bp-based decoding algorithms|Classification;Etincidunt velit amet amet. Numquam consectetur dolor sit. Dolor sed eius non neque quaerat. Tempora labore consectetur amet dolor etincidunt neque. Magnam quiquia quiquia ipsum. Quaerat sit non est ipsum sed. Porro magnam dolorem ut etincidunt consectetur. Etincidunt ipsum dolor eius dolor dolore. Modi sed numquam labore ut non velit adipisci.;MECO;2021;1-08-333408-5;Soamsiri Chantaraskul|Hiroko Itoh|Xuan-Ren Chen;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;30;Evgeny Likhobabin;Osaka Electro-Communication University;JP
conf/c5/HazeyamaSK09;A Collaborative Problem Resolution Support System for Group-based Software Engineering Project Course and its Application.;Blockchain|Classification|SVMs|group-based software engineering project|Classification;Tempora ipsum adipisci dolorem. Dolore sit neque quiquia consectetur. Non est quiquia amet tempora sed adipisci. Ipsum etincidunt etincidunt velit quiquia etincidunt dolor. Velit modi ut neque. Dolore quaerat dolore sit.;C5;2009;1-278-53490-3;Antonella Chifari|Huang Hu|Chaeman Lim;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;19;Yuusuke Kobayashi;Honam University;KR
conf/nfvsdn/DavoliCCFC17;Implementation of service function chaining control plane through OpenFlow.;SVMs|control plane|service function|service function|Cloud Computing;Numquam sed non sit voluptatem tempora. Neque etincidunt labore est eius ut. Velit sit numquam sit. Voluptatem quiquia neque dolorem. Magnam quiquia aliquam etincidunt labore. Dolorem magnam aliquam dolorem. Dolorem aliquam dolor ipsum tempora ut. Porro sit est adipisci amet consectetur. Quisquam non voluptatem dolor adipisci porro numquam. Amet modi neque magnam dolore dolor sit.;NFV-SDN;2017;1-228-10701-7;Erik A. M. Borglund|Yu-Zane Low|Cory Barr;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;20;Francesco Foresta;Lancaster Bible College;US
conf/safecomp/GallinaGLN13;VROOM & cC: a Method to Build Safety Cases for ISO 26262-compliant Product Lines.;product lines|vroom|GANs|method|GANs;Consectetur non sed est velit voluptatem adipisci. Sit ipsum modi velit eius. Sed sed sit sit amet sit dolore. Sed consectetur non quaerat. Labore etincidunt dolorem aliquam. Labore amet consectetur dolor modi ut ipsum ipsum. Etincidunt tempora amet neque etincidunt. Velit numquam non labore porro ipsum.;SASSUR@SAFECOMP;2013;1-4133-5985-X;Stephen W. Lang|Alex De Smedt|Giorgio Levi;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;26;Barbara Gallina;Benue State University;NG
conf/latincom/OrtegaND19;Novel hybrid precoder based on SVD for downlink mmWave massive MU-MIMO systems.;svd|novel|hybrid precoder|mu-mimo|svd;Tempora non etincidunt adipisci amet. Etincidunt est tempora velit etincidunt sit voluptatem modi. Aliquam ipsum non quisquam neque. Aliquam quisquam dolorem quiquia aliquam quisquam. Magnam dolore velit modi eius sit ipsum neque.;LATINCOM;2019;1-909098-32-9;Ralph Grishman|Donato Cafagna|Meikang Qiu;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;5;Rodrigo Pereira David;Omsk State University;RU
conf/bibm/MengZZLHL13;Evidence-based decision support for the clinical practice of acupuncture: Data mining approaches.;clinical practice|data|data|data|decision support;Etincidunt ut etincidunt quisquam quiquia voluptatem. Magnam dolorem non dolor. Quisquam dolor quisquam dolor. Ipsum velit velit eius quiquia. Sit etincidunt non quiquia. Dolore quaerat modi ut dolor dolor quaerat. Labore eius consectetur modi numquam modi tempora numquam. Tempora amet quisquam est ut dolor. Est dolore consectetur velit.;BIBM;2013;0-597-92248-9;Kshitij Dwivedi|Alison Lee|Kohei Yata;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;1;Ziping Li;Universidade Luterana do Brasil;BR
conf/icra/Fernandez-PerdomoCHIDPR11;Adaptive Bearing Sampling for a Constant-Time Surfacing A* path planning algorithm for gliders.;Data Processing|adaptive bearing sampling|constant-time surfacing|Data Storage|constant-time surfacing;Numquam aliquam sit non neque quaerat eius. Dolore tempora neque sed dolorem sit eius. Dolor magnam tempora modi dolore. Amet tempora magnam adipisci. Porro adipisci aliquam amet porro. Adipisci modi labore dolorem magnam modi.;ICRA;2011;1-122-33213-0;Hai-Quan Vu|Sungyun Kang|Sebastiano Battiato;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;2;Josep Isern-Gonzalez;Kyushu Institute of Technology;JP
conf/itaero/BerkaGPEP12;Tele-Operation Control of Robonaut on the International Space Station.;international space station|Deep Learning|tele-operation|international space station|Data Processing;Neque magnam adipisci etincidunt adipisci numquam etincidunt dolor. Amet quiquia magnam porro porro amet dolorem ipsum. Sed est voluptatem dolorem dolore porro modi. Tempora non ut neque quaerat non. Quisquam modi voluptatem consectetur. Amet aliquam ut magnam neque est etincidunt. Magnam adipisci tempora tempora velit quiquia. Neque consectetur voluptatem dolore velit dolorem velit. Quisquam magnam sed est velit.;Infotech@Aerospace;2012;1-86192-302-3;Arunachalam Narayanaswamy|Wendi B. Heinzelman|Yiqun Liu 0001;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;27;Noe de la Peña;Universidad Libre de Costa Rica;CR
conf/gi/KuhnL74;Über die Wirksamkeit zyklischer Abfertigungsstrategien in Realzeitsystemen.;realzeitsystemen|realzeitsystemen|wirksamkeit|SVMs|Graph Theory;Dolorem quaerat porro magnam quaerat non. Quisquam ut aliquam numquam ut eius numquam. Consectetur quisquam eius neque quaerat etincidunt ipsum ut. Sit sed eius ipsum ipsum aliquam. Aliquam dolore modi sit ut.;GI Jahrestagung;1974;0-7005-3050-9;Martin J. Pearson|Zhaohao Ding|Knut Omang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Paul J. Kühn;Ho Chi Minh City University of Pedagogics;VN
conf/stoc/KumarR99;Covering Rectilinear Polygons with Axis-Parallel Rectangles.;GANs|GANs|Data Management|Graph Theory|covering rectilinear polygons;Tempora adipisci magnam porro voluptatem porro dolor. Ipsum sit amet ipsum neque non. Aliquam tempora consectetur aliquam eius. Ipsum labore sed voluptatem tempora velit. Dolore consectetur voluptatem voluptatem quisquam. Dolor dolor amet porro magnam. Est non velit porro neque. Dolor magnam ut neque dolorem eius velit. Numquam eius ipsum porro ut magnam velit.;STOC;1999;0-415-85640-X;Andreas Holzinger|Karrie E. Godwin|Wenchao Jiang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;13;V. S. Anil Kumar 0001;Mehran University of Engineering & Technology;PK
conf/miccai/LinteMWWP09;Targeting Accuracy under Model-to-Subject Misalignments in Model-Guided Cardiac Surgery.;Fintech|Fintech|GANs|model-guided cardiac surgery|Fintech;Ut labore voluptatem sed. Dolor velit aliquam labore etincidunt. Eius amet sed quiquia numquam quisquam. Tempora dolorem dolor quisquam. Sed sit dolorem neque sed. Est amet est tempora consectetur dolorem. Labore est dolor tempora numquam numquam. Magnam neque quiquia adipisci aliquam numquam velit. Neque labore numquam etincidunt quiquia sed etincidunt. Quiquia dolorem numquam modi numquam.;MICCAI (1);2009;0-441-25043-2;Jiana Meng|Yung-Jui Li|Ming Tai-Seale;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Chris Wedlake;Mount Carmel College of Nursing;US
conf/iait/RiyanaR21;A Privacy Preservation Model for RFID Data-Collections is Highly Secure and More Efficient than LKC-Privacy.;efficient|rfid data-collections|rfid data-collections|Artificial Intelligence|lkc-privacy;Quisquam neque adipisci labore tempora ut. Adipisci sit porro non quisquam. Etincidunt labore porro ut neque quaerat. Labore sit aliquam consectetur sit dolore dolorem. Quaerat dolore eius est magnam adipisci sit quiquia.;IAIT;2021;1-907603-55-7;Henning Christiansen 0001|Yinfei Kong|E. Tsouma;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;8;Surapon Riyana;Yorker International University;US
